gene,log2FC,pvalue,padj,significant
ENSG00000218426,0.6374299206152918,0.15092695009759893,0.7208296497691702,0
ENSG00000218510,0.26767533554130724,0.06964240481943329,0.6268067036141293,0
ENSG00000218537,-0.7430657937026238,0.16197241051185074,0.7392776250340592,0
ENSG00000218596,0.21345237698323338,0.22647606607859094,0.7737494010050152,0
ENSG00000218631,0.19822611020569572,0.49629170226364927,0.871227404338742,0
ENSG00000218672,0.32832586608551295,0.42735531393274506,0.8513238912848072,0
ENSG00000218682,0.006397771198150691,0.8798291600208448,0.9618973227747779,0
ENSG00000218689,-2.3041533931593863,0.14046504818835404,0.7208296497691702,0
ENSG00000218730,0.2184985052319567,0.24132159305275325,0.7874556902355127,0
ENSG00000218739,0.03920877994841938,0.5453496680415029,0.8838389099367634,0
ENSG00000218823,-0.06756328381263463,0.5967012167571022,0.8981039134389602,0
ENSG00000218839,0.44396850124949294,0.22647606607859094,0.7737494010050152,0
ENSG00000218891,0.267695783203657,0.3074894566552486,0.8112807805572426,0
ENSG00000218980,-0.09485918634144117,0.6775849579754756,0.9252695404900921,0
ENSG00000218996,-0.0567547782972339,0.5967012167571022,0.8981039134389602,0
ENSG00000219027,0.6358436697233403,0.09630369205385092,0.6705868445576055,0
ENSG00000219085,-0.09921342761683204,0.405678895320547,0.837405342061362,0
ENSG00000219133,-0.010588634988195227,0.7623688184872623,0.9380808229450193,0
ENSG00000219150,-0.022542568651088307,0.6501474441195367,0.9119784573113036,0
ENSG00000219200,-0.10917412145664698,0.5205228833072988,0.8838389099367634,0
ENSG00000219302,-0.9920948019146538,0.17361733445746297,0.7392776250340592,0
ENSG00000219355,-0.5270151515118768,0.21229383622689113,0.7737494010050152,0
ENSG00000219395,0.2865629413300346,0.22647606607859094,0.7737494010050152,0
ENSG00000219430,-0.43171624042547413,0.4496917980031534,0.8513238912848072,0
ENSG00000219433,-0.15735632793925683,0.24132159305275325,0.7874556902355127,0
ENSG00000219438,0.06942140095747942,0.9097218891523506,0.9726011360704875,0
ENSG00000219463,-0.7095501365858058,0.012611144106014827,0.44489412747481366,0
ENSG00000219470,-0.1869087083932514,0.10410988968639412,0.687100084085839,0
ENSG00000219481,0.22432397970912885,0.49629170226364927,0.871227404338742,0
ENSG00000219545,0.008666540211176849,0.8798291600208448,0.9618973227747779,0
ENSG00000219607,0.41276015856777803,0.49629170226364927,0.871227404338742,0
ENSG00000219608,-0.16013449824950282,0.32575135451528814,0.8112807805572426,0
ENSG00000219626,0.008084730131686858,1.0,1.0,0
ENSG00000219642,0.12832409697553965,0.6501474441195367,0.9119784573113036,0
ENSG00000219665,-0.3864683470820729,0.03763531380176355,0.5650266919626109,0
ENSG00000219666,-2.2194451372861113,0.04125001660927485,0.5700250913984435,0
ENSG00000219712,-0.10282455922469332,0.5453496680415029,0.8838389099367634,0
ENSG00000219747,-0.49910176406731815,0.24132159305275325,0.7874556902355127,0
ENSG00000219891,-0.08727382126436481,0.5453496680415029,0.8838389099367634,0
ENSG00000219902,0.08439218729037261,0.47267559354505595,0.871227404338742,0
ENSG00000219926,-0.0984037040609945,0.8205958397687718,0.9492527585004403,0
ENSG00000219928,0.09371443482219366,0.7623688184872623,0.9380808229450193,0
ENSG00000220008,-0.022269163841032627,0.9397429895816196,0.9726011360704875,0
ENSG00000220201,0.5776354405794516,0.10410988968639412,0.687100084085839,0
ENSG00000220205,0.07736650044288972,0.405678895320547,0.837405342061362,0
ENSG00000220305,0.22555970041513107,0.32575135451528814,0.8112807805572426,0
ENSG00000220323,0.0480942882010452,0.5453496680415029,0.8838389099367634,0
ENSG00000220377,-0.28239973070072477,0.9698499769954336,0.9885442611601852,0
ENSG00000220378,-0.29418310440445816,0.6231762239083831,0.9119784573113036,0
