gene,spearman_rho,pvalue,padj,trend_significant
ENSG00000006468,0.38561279208051663,0.011015609529695602,0.2442508049223167,0
ENSG00000006530,0.23479913869279784,0.14175052063598303,0.6296167083529601,0
ENSG00000006534,0.46229092000197186,0.0015180289046821116,0.09867310123188834,0
ENSG00000006555,0.042835325774739065,0.7942494531983013,0.9547045035320882,0
ENSG00000006576,0.05926276014818757,0.7180127420103246,0.934679645215064,0
ENSG00000006606,0.03214124445393162,0.8449165118757391,0.9660657562746696,0
ENSG00000006607,0.37294573176044304,0.014487839544368608,0.278796914449889,0
ENSG00000006611,0.4161879456949247,0.005366740841485029,0.1774154260153423,0
ENSG00000006625,0.0654426806864165,0.6899466588998617,0.9260807433543418,0
ENSG00000006634,-0.03351897670179578,0.8383514605422289,0.9645418907373615,0
ENSG00000006638,0.10184593489852797,0.5334535622205108,0.8711635216936156,0
ENSG00000006652,-0.027908214792611626,0.8651476144666357,0.9693661710381481,0
ENSG00000006695,0.1385168560854662,0.39489909320081584,0.817047198496774,0
ENSG00000006704,-0.019442661785572267,0.9058398978244695,0.9803308813953944,0
ENSG00000006712,0.19849325801936135,0.2179866751603743,0.7014264482852918,0
ENSG00000006715,0.1262141174609683,0.4389783845364881,0.8359137688638477,0
